"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","TRADEGOODSERV","IMP","PC_GDP","A","2021",25.2635189178505,
"RUS","TRADEGOODSERV","EXP","PC_GDP","A","2017",26.0908497848607,
"RUS","TRADEGOODSERV","EXP","PC_GDP","A","2018",30.7932451114288,
"RUS","TRADEGOODSERV","EXP","PC_GDP","A","2019",28.5364175819116,
"RUS","TRADEGOODSERV","EXP","PC_GDP","A","2020",25.5231426016275,
"RUS","TRADEGOODSERV","IMP","PC_GDP","A","2017",20.7856585134573,
"RUS","TRADEGOODSERV","IMP","PC_GDP","A","2018",20.7876658721825,
"RUS","TRADEGOODSERV","IMP","PC_GDP","A","2019",20.9079844102229,
"RUS","TRADEGOODSERV","IMP","PC_GDP","A","2020",20.5599182436972,
"SVN","TRADEGOODSERV","EXP","PC_GDP","A","2017",83.1255063838058,
"SVN","TRADEGOODSERV","EXP","PC_GDP","A","2018",84.8152035168465,
"SVN","TRADEGOODSERV","EXP","PC_GDP","A","2019",83.963469779013,
"SVN","TRADEGOODSERV","EXP","PC_GDP","A","2020",77.8830121999858,
"SVN","TRADEGOODSERV","EXP","PC_GDP","A","2021",83.5286750486586,
"SVN","TRADEGOODSERV","IMP","PC_GDP","A","2017",74.1489321833794,
"SVN","TRADEGOODSERV","IMP","PC_GDP","A","2018",76.369872488339,
"SVN","TRADEGOODSERV","IMP","PC_GDP","A","2019",75.3128544725922,
"SVN","TRADEGOODSERV","IMP","PC_GDP","A","2020",68.6578996717332,
"SVN","TRADEGOODSERV","IMP","PC_GDP","A","2021",78.2145130772977,
"ZAF","TRADEGOODSERV","EXP","PC_GDP","A","2017",29.6276686658781,
"ZAF","TRADEGOODSERV","EXP","PC_GDP","A","2018",29.9070762635446,
"ZAF","TRADEGOODSERV","EXP","PC_GDP","A","2019",29.8538392773691,
"ZAF","TRADEGOODSERV","EXP","PC_GDP","A","2020",30.4669596274818,
"ZAF","TRADEGOODSERV","IMP","PC_GDP","A","2017",28.3462336527246,
"ZAF","TRADEGOODSERV","IMP","PC_GDP","A","2018",29.5632577400893,
"ZAF","TRADEGOODSERV","IMP","PC_GDP","A","2019",29.3506967813771,
"ZAF","TRADEGOODSERV","IMP","PC_GDP","A","2020",25.5305082562611,
"EA","TRADEGOODSERV","EXP","PC_GDP","A","2017",47.2029064531271,
"EA","TRADEGOODSERV","EXP","PC_GDP","A","2018",48.0343095529795,
"EA","TRADEGOODSERV","EXP","PC_GDP","A","2019",48.1143780877044,
"EA","TRADEGOODSERV","EXP","PC_GDP","A","2020",45.3923838298492,
"EA","TRADEGOODSERV","EXP","PC_GDP","A","2021",49.4786407669208,
"EA","TRADEGOODSERV","IMP","PC_GDP","A","2017",42.8583824948562,
"EA","TRADEGOODSERV","IMP","PC_GDP","A","2018",44.0039422993433,
"EA","TRADEGOODSERV","IMP","PC_GDP","A","2019",44.7262875432403,
"EA","TRADEGOODSERV","IMP","PC_GDP","A","2020",41.6793116028491,
"EA","TRADEGOODSERV","IMP","PC_GDP","A","2021",45.4026042293775,
"EU","TRADEGOODSERV","EXP","PC_GDP","A","2017",48.3633324723664,
"EU","TRADEGOODSERV","EXP","PC_GDP","A","2018",49.2039970245926,
"EU","TRADEGOODSERV","EXP","PC_GDP","A","2019",49.3448630880565,
"EU","TRADEGOODSERV","EXP","PC_GDP","A","2020",46.6635948811087,
"EU","TRADEGOODSERV","EXP","PC_GDP","A","2021",50.6859115383934,
"EU","TRADEGOODSERV","IMP","PC_GDP","A","2017",44.0850595999722,
"EU","TRADEGOODSERV","IMP","PC_GDP","A","2018",45.3300957579714,
"EU","TRADEGOODSERV","IMP","PC_GDP","A","2019",45.8931313501548,
"EU","TRADEGOODSERV","IMP","PC_GDP","A","2020",42.8849612906168,
"EU","TRADEGOODSERV","IMP","PC_GDP","A","2021",46.7827424873918,
"BRA","TRADEGOODSERV","EXP","PC_GDP","A","2017",12.5189678685484,
"BRA","TRADEGOODSERV","EXP","PC_GDP","A","2018",14.6349994952986,
"BRA","TRADEGOODSERV","EXP","PC_GDP","A","2019",14.1229191903622,
"BRA","TRADEGOODSERV","IMP","PC_GDP","A","2017",11.8007665046081,
"BRA","TRADEGOODSERV","IMP","PC_GDP","A","2018",14.2412038821035,
"BRA","TRADEGOODSERV","IMP","PC_GDP","A","2019",14.7673386762259,
"LVA","TRADEGOODSERV","EXP","PC_GDP","A","2017",61.5738155402413,
"LVA","TRADEGOODSERV","EXP","PC_GDP","A","2018",61.4779651580068,
"LVA","TRADEGOODSERV","EXP","PC_GDP","A","2019",59.8369731520854,
"LVA","TRADEGOODSERV","EXP","PC_GDP","A","2020",60.4877492570839,
"LVA","TRADEGOODSERV","EXP","PC_GDP","A","2021",63.9534221016318,
"LVA","TRADEGOODSERV","IMP","PC_GDP","A","2017",62.219098692939,
"LVA","TRADEGOODSERV","IMP","PC_GDP","A","2018",62.1773858393124,
"LVA","TRADEGOODSERV","IMP","PC_GDP","A","2019",60.542116998402,
"LVA","TRADEGOODSERV","IMP","PC_GDP","A","2020",59.3121404165114,
"LVA","TRADEGOODSERV","IMP","PC_GDP","A","2021",66.0289855354248,
"COL","TRADEGOODSERV","EXP","PC_GDP","A","2017",15.1452897484005,
"COL","TRADEGOODSERV","EXP","PC_GDP","A","2018",15.8997196775431,
"COL","TRADEGOODSERV","EXP","PC_GDP","A","2019",15.852321935617,"E"
"COL","TRADEGOODSERV","EXP","PC_GDP","A","2020",13.5213864523702,"E"
"COL","TRADEGOODSERV","IMP","PC_GDP","A","2017",20.1376251940583,
"COL","TRADEGOODSERV","IMP","PC_GDP","A","2018",20.6350331193542,
"COL","TRADEGOODSERV","IMP","PC_GDP","A","2019",21.6690116754106,"E"
"COL","TRADEGOODSERV","IMP","PC_GDP","A","2020",20.1322674747585,"E"
"CRI","TRADEGOODSERV","EXP","PC_GDP","A","2017",32.7626831479378,
"CRI","TRADEGOODSERV","EXP","PC_GDP","A","2018",33.6454786606904,"E"
"CRI","TRADEGOODSERV","EXP","PC_GDP","A","2019",33.8492846018957,"E"
"CRI","TRADEGOODSERV","EXP","PC_GDP","A","2020",31.3675430016145,"E"
"CRI","TRADEGOODSERV","IMP","PC_GDP","A","2017",32.3092705957887,
"CRI","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.4347318242753,"E"
"CRI","TRADEGOODSERV","IMP","PC_GDP","A","2019",31.2701781682481,"E"
"CRI","TRADEGOODSERV","IMP","PC_GDP","A","2020",29.0168526107736,"E"
"LTU","TRADEGOODSERV","EXP","PC_GDP","A","2017",73.5951633056889,
"LTU","TRADEGOODSERV","EXP","PC_GDP","A","2018",75.2061039077837,
"LTU","TRADEGOODSERV","EXP","PC_GDP","A","2019",77.3147772912166,
"LTU","TRADEGOODSERV","EXP","PC_GDP","A","2020",73.5014369665534,
"LTU","TRADEGOODSERV","EXP","PC_GDP","A","2021",79.333549089209,
"LTU","TRADEGOODSERV","IMP","PC_GDP","A","2017",71.2781912344814,
"LTU","TRADEGOODSERV","IMP","PC_GDP","A","2018",73.3859927652395,
"LTU","TRADEGOODSERV","IMP","PC_GDP","A","2019",72.0538955534954,
"LTU","TRADEGOODSERV","IMP","PC_GDP","A","2020",64.2157413442919,
"LTU","TRADEGOODSERV","IMP","PC_GDP","A","2021",75.460711582685,
"OAVG","TRADEGOODSERV","EXP","PC_GDP","A","2017",29.355665164807,
"OAVG","TRADEGOODSERV","EXP","PC_GDP","A","2018",30.1046453566723,"E"
"OAVG","TRADEGOODSERV","EXP","PC_GDP","A","2019",29.6633911836329,"E"
"OAVG","TRADEGOODSERV","EXP","PC_GDP","A","2020",27.5599069516432,"E"
"OAVG","TRADEGOODSERV","IMP","PC_GDP","A","2017",28.9429869969913,
"OAVG","TRADEGOODSERV","IMP","PC_GDP","A","2018",29.7696707333824,"E"
"OAVG","TRADEGOODSERV","IMP","PC_GDP","A","2019",29.3013234251846,"E"
"OAVG","TRADEGOODSERV","IMP","PC_GDP","A","2020",27.2406730937245,"E"
